animal_type,complaint_type,date_received,suburb
dog,Wandering,December 2013,Burdell
dog,Wandering,December 2013,Burdell
dog,Aggressive Animal,December 2013,Bushland Beach
dog,Attack,December 2013,Bushland Beach
dog,Noise,December 2013,Bushland Beach
dog,Noise,December 2013,Bushland Beach
cat,Private Impound,December 2013,Bushland Beach
cat,Private Impound,December 2013,Bushland Beach
cat,Private Impound,December 2013,Bushland Beach
dog,Private Impound,December 2013,Bushland Beach
dog,Aggressive Animal,December 2013,Deeragun
dog,Attack,December 2013,Deeragun
dog,Attack,December 2013,Deeragun
dog,Attack,December 2013,Deeragun
dog,Noise,December 2013,Deeragun
dog,Noise,December 2013,Deeragun
dog,Noise,December 2013,Deeragun
dog,Private Impound,December 2013,Deeragun
dog,Enclosure,December 2013,Mount Low
dog,Enclosure,December 2013,Mount Low
dog,Enclosure,December 2013,Mount Low
dog,Noise,December 2013,Mount Low
dog,Private Impound,December 2013,Mount Low
cat,Private Impound,December 2013,Belgian Gardens
dog,Private Impound,December 2013,Bohle
dog,Private Impound,December 2013,Garbutt
dog,Attack,December 2013,Mount St John
dog,Noise,December 2013,North Ward
dog,Private Impound,December 2013,North Ward
dog,Private Impound,December 2013,North Ward
dog,Noise,December 2013,South Townsville
dog,Noise,December 2013,South Townsville
dog,Private Impound,December 2013,South Townsville
dog,Attack,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Enclosure,December 2013,Condon
dog,Noise,December 2013,Condon
dog,Noise,December 2013,Condon
cat,Private Impound,December 2013,Condon
dog,Private Impound,December 2013,Condon
dog,Wandering,December 2013,Condon
dog,Aggressive Animal,December 2013,Kelso
dog,Aggressive Animal,December 2013,Kelso
dog,Aggressive Animal,December 2013,Kelso
dog,Aggressive Animal,December 2013,Kelso
dog,Aggressive Animal,December 2013,Kelso
dog,Attack,December 2013,Kelso
dog,Attack,December 2013,Kelso
dog,Attack,December 2013,Kelso
dog,Attack,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Enclosure,December 2013,Kelso
dog,Noise,December 2013,Kelso
dog,Noise,December 2013,Kelso
dog,Noise,December 2013,Kelso
cat,Private Impound,December 2013,Kelso
cat,Private Impound,December 2013,Kelso
cat,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Private Impound,December 2013,Kelso
dog,Wandering,December 2013,Kelso
dog,Wandering,December 2013,Kelso
dog,Aggressive Animal,December 2013,Rasmussen
dog,Aggressive Animal,December 2013,Rasmussen
dog,Enclosure,December 2013,Rasmussen
dog,Enclosure,December 2013,Rasmussen
dog,Enclosure,December 2013,Rasmussen
dog,Enclosure,December 2013,Rasmussen
dog,Noise,December 2013,Rasmussen
dog,Private Impound,December 2013,Rasmussen
dog,Private Impound,December 2013,Rasmussen
dog,Private Impound,December 2013,Rasmussen
dog,Wandering,December 2013,Rasmussen
dog,Wandering,December 2013,Rasmussen
dog,Wandering,December 2013,Rasmussen
dog,Aggressive Animal,December 2013,Kirwan
dog,Attack,December 2013,Kirwan
dog,Attack,December 2013,Kirwan
dog,Attack,December 2013,Kirwan
dog,Noise,December 2013,Kirwan
dog,Noise,December 2013,Kirwan
dog,Noise,December 2013,Kirwan
cat,Private Impound,December 2013,Kirwan
cat,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Wandering,December 2013,Kirwan
dog,Noise,December 2013,Mount Louisa
dog,Noise,December 2013,Mount Louisa
dog,Enclosure,December 2013,Thuringowa Central
dog,Enclosure,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
cat,Private Impound,December 2013,Thuringowa Central
dog,Private Impound,December 2013,Thuringowa Central
dog,Private Impound,December 2013,Thuringowa Central
dog,Private Impound,December 2013,Thuringowa Central
dog,Noise,December 2013,Annandale
dog,Noise,December 2013,Annandale
cat,Private Impound,December 2013,Annandale
cat,Private Impound,December 2013,Annandale
cat,Private Impound,December 2013,Annandale
dog,Private Impound,December 2013,Annandale
dog,Wandering,December 2013,Annandale
cat,Private Impound,December 2013,Condon
dog,Private Impound,December 2013,Condon
dog,Private Impound,December 2013,Condon
dog,Enclosure,December 2013,Douglas
dog,Noise,December 2013,Douglas
cat,Private Impound,December 2013,Douglas
cat,Private Impound,December 2013,Douglas
cat,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Douglas
dog,Private Impound,December 2013,Thuringowa Central
dog,Attack,December 2013,Cranbrook
dog,Enclosure,December 2013,Cranbrook
dog,Noise,December 2013,Cranbrook
dog,Aggressive Animal,December 2013,Heatley
dog,Enclosure,December 2013,Heatley
dog,Noise,December 2013,Heatley
cat,Private Impound,December 2013,Heatley
dog,Private Impound,December 2013,Heatley
dog,Wandering,December 2013,Heatley
dog,Aggressive Animal,December 2013,Kirwan
dog,Aggressive Animal,December 2013,Kirwan
dog,Aggressive Animal,December 2013,Kirwan
dog,Attack,December 2013,Kirwan
dog,Attack,December 2013,Kirwan
dog,Enclosure,December 2013,Kirwan
dog,Enclosure,December 2013,Kirwan
dog,Noise,December 2013,Kirwan
dog,Noise,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Private Impound,December 2013,Kirwan
dog,Wandering,December 2013,Kirwan
dog,Wandering,December 2013,Kirwan
dog,Attack,December 2013,Mount Louisa
dog,Attack,December 2013,Aitkenvale
dog,Attack,December 2013,Aitkenvale
dog,Attack,December 2013,Aitkenvale
dog,Enclosure,December 2013,Aitkenvale
dog,Noise,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Private Impound,December 2013,Aitkenvale
dog,Aggressive Animal,December 2013,Currajong
dog,Attack,December 2013,Currajong
dog,Attack,December 2013,Currajong
dog,Private Impound,December 2013,Currajong
dog,Private Impound,December 2013,Currajong
dog,Private Impound,December 2013,Currajong
dog,Private Impound,December 2013,Garbutt
dog,Private Impound,December 2013,Garbutt
dog,Aggressive Animal,December 2013,Gulliver
dog,Attack,December 2013,Gulliver
cat,Private Impound,December 2013,Gulliver
cat,Private Impound,December 2013,Gulliver
cat,Private Impound,December 2013,Gulliver
dog,Noise,December 2013,Mount Louisa
dog,Noise,December 2013,Mount Louisa
dog,Private Impound,December 2013,Mundingburra
dog,Private Impound,December 2013,Mundingburra
dog,Private Impound,December 2013,Mundingburra
dog,Private Impound,December 2013,Mundingburra
dog,Attack,December 2013,Vincent
dog,Enclosure,December 2013,Vincent
dog,Enclosure,December 2013,Vincent
dog,Enclosure,December 2013,Vincent
dog,Enclosure,December 2013,Vincent
dog,Enclosure,December 2013,Vincent
dog,Noise,December 2013,Vincent
dog,Noise,December 2013,Vincent
dog,Enclosure,December 2013,Currajong
dog,Private Impound,December 2013,Currajong
dog,Private Impound,December 2013,Hermit Park
dog,Private Impound,December 2013,Hermit Park
dog,Private Impound,December 2013,Hermit Park
dog,Noise,December 2013,Hyde Park
dog,Noise,December 2013,Hyde Park
cat,Private Impound,December 2013,Hyde Park
dog,Private Impound,December 2013,Hyde Park
dog,Private Impound,December 2013,Hyde Park
dog,Noise,December 2013,Mundingburra
dog,Noise,December 2013,Mundingburra
dog,Private Impound,December 2013,Mundingburra
dog,Private Impound,December 2013,Mundingburra
dog,Private Impound,December 2013,Mysterton
dog,Private Impound,December 2013,Mysterton
dog,Private Impound,December 2013,Mysterton
dog,Aggressive Animal,December 2013,Pimlico
dog,Aggressive Animal,December 2013,Pimlico
dog,Attack,December 2013,Pimlico
dog,Private Impound,December 2013,Pimlico
dog,Attack,December 2013,Railway Estate
dog,Private Impound,December 2013,Railway Estate
dog,Private Impound,December 2013,Rosslea
dog,Private Impound,December 2013,Rosslea
dog,Aggressive Animal,December 2013,West End
dog,Attack,December 2013,West End
dog,Noise,December 2013,West End
dog,Private Impound,December 2013,Thuringowa Central
dog,Aggressive Animal,December 2013,Unallocated
dog,Attack,December 2013,Unallocated
dog,Attack,December 2013,Unallocated
dog,Attack,December 2013,Unallocated
cat,Private Impound,December 2013,Unallocated
dog,Private Impound,December 2013,Unallocated
dog,Private Impound,December 2013,Unallocated
dog,Private Impound,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Wandering,December 2013,Unallocated
dog,Attack,November 2013,Alice River
dog,Aggressive Animal,November 2013,Balgal Beach
dog,Enclosure,November 2013,Balgal Beach
dog,Enclosure,November 2013,Balgal Beach
dog,Attack,November 2013,Black River
dog,Enclosure,November 2013,Black River
dog,Aggressive Animal,November 2013,Bluewater Park
dog,Attack,November 2013,Bluewater Park
dog,Enclosure,November 2013,Bluewater Park
dog,Enclosure,November 2013,Bluewater Park
dog,Enclosure,November 2013,Bluewater Park
dog,Attack,November 2013,Bohle Plains
dog,Attack,November 2013,Bohle Plains
dog,Noise,November 2013,Bohle Plains
dog,Noise,November 2013,Bohle Plains
dog,Private Impound,November 2013,Bohle Plains
dog,Attack,November 2013,Mount Louisa
dog,Enclosure,November 2013,Mount Louisa
dog,Noise,November 2013,Mount Louisa
dog,Private Impound,November 2013,Mount Louisa
dog,Private Impound,November 2013,Mount Louisa
dog,Attack,November 2013,Rangewood
dog,Noise,November 2013,Rangewood
cat,Private Impound,November 2013,Saunders Beach
dog,Attack,November 2013,Toolakea
dog,Attack,November 2013,Toomulla
dog,Enclosure,November 2013,Toomulla
dog,Private Impound,November 2013,Idalia
dog,Private Impound,November 2013,Idalia
dog,Wandering,November 2013,Idalia
dog,Wandering,November 2013,Murray
dog,Aggressive Animal,November 2013,Nome
dog,Enclosure,November 2013,Nome
dog,Noise,November 2013,Oonoonba
dog,Noise,November 2013,Oonoonba
dog,Private Impound,November 2013,Oonoonba
dog,Private Impound,November 2013,Railway Estate
dog,Private Impound,November 2013,Railway Estate
dog,Private Impound,November 2013,Railway Estate
dog,Aggressive Animal,November 2013,Wulguru
dog,Attack,November 2013,Wulguru
dog,Enclosure,November 2013,Wulguru
dog,Noise,November 2013,Wulguru
dog,Private Impound,November 2013,Wulguru
dog,Private Impound,November 2013,Wulguru
dog,Private Impound,November 2013,Wulguru
dog,Private Impound,November 2013,Wulguru
dog,Wandering,November 2013,Wulguru
dog,Enclosure,November 2013,Burdell
dog,Noise,November 2013,Burdell
dog,Noise,November 2013,Burdell
dog,Noise,November 2013,Burdell
dog,Private Impound,November 2013,Burdell
dog,Private Impound,November 2013,Burdell
dog,Aggressive Animal,November 2013,Bushland Beach
dog,Attack,November 2013,Bushland Beach
dog,Attack,November 2013,Bushland Beach
dog,Noise,November 2013,Bushland Beach
dog,Noise,November 2013,Bushland Beach
dog,Noise,November 2013,Bushland Beach
dog,Noise,November 2013,Bushland Beach
dog,Private Impound,November 2013,Bushland Beach
dog,Private Impound,November 2013,Bushland Beach
dog,Private Impound,November 2013,Bushland Beach
dog,Aggressive Animal,November 2013,Deeragun
dog,Aggressive Animal,November 2013,Deeragun
dog,Aggressive Animal,November 2013,Deeragun
dog,Aggressive Animal,November 2013,Deeragun
dog,Attack,November 2013,Deeragun
dog,Attack,November 2013,Deeragun
dog,Attack,November 2013,Deeragun
dog,Attack,November 2013,Deeragun
dog,Attack,November 2013,Deeragun
dog,Enclosure,November 2013,Deeragun
dog,Enclosure,November 2013,Deeragun
cat,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Private Impound,November 2013,Deeragun
dog,Wandering,November 2013,Deeragun
dog,Enclosure,November 2013,Mount Low
dog,Noise,November 2013,Mount Low
dog,Private Impound,November 2013,Mount Low
dog,Private Impound,November 2013,Mount Low
dog,Private Impound,November 2013,Mount Low
dog,Noise,November 2013,Arcadia
dog,Private Impound,November 2013,Belgian Gardens
dog,Private Impound,November 2013,Belgian Gardens
dog,Private Impound,November 2013,Belgian Gardens
dog,Attack,November 2013,Bohle
dog,Private Impound,November 2013,Bohle
dog,Noise,November 2013,Garbutt
dog,Private Impound,November 2013,Garbutt
dog,Enclosure,November 2013,Horseshoe Bay
dog,Enclosure,November 2013,Horseshoe Bay
dog,Noise,November 2013,Horseshoe Bay
dog,Noise,November 2013,Nelly Bay
dog,Attack,November 2013,North Ward
dog,Wandering,November 2013,North Ward
dog,Noise,November 2013,Pallarenda
dog,Aggressive Animal,November 2013,South Townsville
dog,Attack,November 2013,South Townsville
dog,Enclosure,November 2013,South Townsville
dog,Noise,November 2013,South Townsville
cat,Private Impound,November 2013,South Townsville
dog,Private Impound,November 2013,South Townsville
dog,Aggressive Animal,November 2013,Town Common
dog,Attack,November 2013,Town Common
dog,Private Impound,November 2013,Townsville City
dog,Aggressive Animal,November 2013,Condon
dog,Aggressive Animal,November 2013,Condon
dog,Attack,November 2013,Condon
dog,Attack,November 2013,Condon
dog,Enclosure,November 2013,Condon
dog,Private Impound,November 2013,Condon
dog,Private Impound,November 2013,Condon
dog,Wandering,November 2013,Condon
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Aggressive Animal,November 2013,Kelso
dog,Attack,November 2013,Kelso
dog,Attack,November 2013,Kelso
dog,Attack,November 2013,Kelso
dog,Attack,November 2013,Kelso
dog,Attack,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Enclosure,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Noise,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Private Impound,November 2013,Kelso
dog,Wandering,November 2013,Kelso
dog,Wandering,November 2013,Kelso
dog,Aggressive Animal,November 2013,Rasmussen
dog,Aggressive Animal,November 2013,Rasmussen
dog,Attack,November 2013,Rasmussen
dog,Attack,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Enclosure,November 2013,Rasmussen
dog,Noise,November 2013,Rasmussen
dog,Noise,November 2013,Rasmussen
dog,Noise,November 2013,Rasmussen
dog,Noise,November 2013,Rasmussen
dog,Private Impound,November 2013,Rasmussen
dog,Private Impound,November 2013,Rasmussen
dog,Private Impound,November 2013,Rasmussen
dog,Private Impound,November 2013,Rasmussen
dog,Private Impound,November 2013,Rasmussen
dog,Wandering,November 2013,Rasmussen
dog,Wandering,November 2013,Rasmussen
dog,Wandering,November 2013,Rasmussen
dog,Private Impound,November 2013,Cranbrook
dog,Wandering,November 2013,Cranbrook
dog,Aggressive Animal,November 2013,Kirwan
dog,Aggressive Animal,November 2013,Kirwan
dog,Aggressive Animal,November 2013,Kirwan
dog,Attack,November 2013,Kirwan
dog,Attack,November 2013,Kirwan
dog,Attack,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
cat,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Wandering,November 2013,Kirwan
dog,Noise,November 2013,Mount Louisa
dog,Noise,November 2013,Mount Louisa
dog,Aggressive Animal,November 2013,Thuringowa Central
dog,Attack,November 2013,Thuringowa Central
dog,Noise,November 2013,Thuringowa Central
dog,Noise,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Thuringowa Central
dog,Private Impound,November 2013,Annandale
dog,Private Impound,November 2013,Annandale
dog,Private Impound,November 2013,Annandale
dog,Private Impound,November 2013,Annandale
dog,Private Impound,November 2013,Annandale
dog,Private Impound,November 2013,Annandale
dog,Wandering,November 2013,Annandale
dog,Aggressive Animal,November 2013,Condon
dog,Aggressive Animal,November 2013,Condon
dog,Enclosure,November 2013,Condon
dog,Noise,November 2013,Condon
dog,Private Impound,November 2013,Condon
dog,Noise,November 2013,Douglas
cat,Private Impound,November 2013,Douglas
cat,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Private Impound,November 2013,Douglas
dog,Wandering,November 2013,Douglas
dog,Wandering,November 2013,Douglas
dog,Wandering,November 2013,Douglas
dog,Wandering,November 2013,Kirwan
dog,Attack,November 2013,Cranbrook
dog,Attack,November 2013,Cranbrook
dog,Attack,November 2013,Cranbrook
cat,Private Impound,November 2013,Cranbrook
dog,Private Impound,November 2013,Cranbrook
dog,Private Impound,November 2013,Cranbrook
dog,Private Impound,November 2013,Cranbrook
dog,Private Impound,November 2013,Cranbrook
dog,Aggressive Animal,November 2013,Heatley
dog,Aggressive Animal,November 2013,Heatley
dog,Aggressive Animal,November 2013,Heatley
dog,Enclosure,November 2013,Heatley
dog,Noise,November 2013,Heatley
dog,Noise,November 2013,Heatley
cat,Private Impound,November 2013,Heatley
dog,Aggressive Animal,November 2013,Kirwan
dog,Aggressive Animal,November 2013,Kirwan
dog,Attack,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Enclosure,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
dog,Noise,November 2013,Kirwan
cat,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Private Impound,November 2013,Kirwan
dog,Wandering,November 2013,Kirwan
dog,Attack,November 2013,Mount Louisa
dog,Attack,November 2013,Mount Louisa
dog,Noise,November 2013,Mount Louisa
dog,Noise,November 2013,Mount Louisa
dog,Private Impound,November 2013,Mount Louisa
dog,Aggressive Animal,November 2013,Aitkenvale
dog,Aggressive Animal,November 2013,Aitkenvale
dog,Attack,November 2013,Aitkenvale
dog,Enclosure,November 2013,Aitkenvale
dog,Enclosure,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Private Impound,November 2013,Aitkenvale
dog,Wandering,November 2013,Aitkenvale
dog,Wandering,November 2013,Aitkenvale
dog,Attack,November 2013,Currajong
dog,Attack,November 2013,Currajong
dog,Attack,November 2013,Currajong
dog,Enclosure,November 2013,Currajong
cat,Private Impound,November 2013,Currajong
dog,Private Impound,November 2013,Currajong
dog,Private Impound,November 2013,Currajong
dog,Private Impound,November 2013,Currajong
cat,Private Impound,November 2013,Garbutt
cat,Private Impound,November 2013,Garbutt
dog,Private Impound,November 2013,Garbutt
dog,Attack,November 2013,Gulliver
dog,Enclosure,November 2013,Gulliver
dog,Enclosure,November 2013,Gulliver
dog,Enclosure,November 2013,Gulliver
cat,Private Impound,November 2013,Gulliver
cat,Private Impound,November 2013,Gulliver
dog,Private Impound,November 2013,Gulliver
dog,Noise,November 2013,Mount Louisa
dog,Private Impound,November 2013,Mount Louisa
dog,Private Impound,November 2013,Mount Louisa
dog,Noise,November 2013,Mundingburra
dog,Noise,November 2013,Mundingburra
dog,Noise,November 2013,Mundingburra
dog,Wandering,November 2013,Mundingburra
dog,Aggressive Animal,November 2013,Vincent
dog,Enclosure,November 2013,Vincent
dog,Noise,November 2013,Vincent
dog,Noise,November 2013,Vincent
dog,Noise,November 2013,Vincent
dog,Noise,November 2013,Vincent
dog,Private Impound,November 2013,Vincent
dog,Enclosure,November 2013,Currajong
dog,Private Impound,November 2013,Currajong
dog,Noise,November 2013,Hermit Park
dog,Private Impound,November 2013,Hermit Park
dog,Private Impound,November 2013,Hermit Park
dog,Wandering,November 2013,Hermit Park
dog,Wandering,November 2013,Hermit Park
dog,Enclosure,November 2013,Hyde Park
dog,Private Impound,November 2013,Hyde Park
dog,Private Impound,November 2013,Hyde Park
dog,Private Impound,November 2013,Hyde Park
dog,Noise,November 2013,Mundingburra
dog,Noise,November 2013,Mundingburra
dog,Private Impound,November 2013,Mundingburra
dog,Private Impound,November 2013,Mysterton
dog,Private Impound,November 2013,Mysterton
dog,Private Impound,November 2013,Mysterton
dog,Attack,November 2013,Pimlico
dog,Enclosure,November 2013,Pimlico
dog,Noise,November 2013,Rosslea
dog,Noise,November 2013,Rosslea
cat,Private Impound,November 2013,Rosslea
cat,Private Impound,November 2013,Rosslea
dog,Private Impound,November 2013,Rosslea
dog,Attack,November 2013,West End
dog,Noise,November 2013,West End
dog,Wandering,November 2013,Thuringowa Central
dog,Aggressive Animal,November 2013,Unallocated
dog,Aggressive Animal,November 2013,Unallocated
dog,Aggressive Animal,November 2013,Unallocated
dog,Attack,November 2013,Unallocated
dog,Attack,November 2013,Unallocated
dog,Noise,November 2013,Unallocated
dog,Noise,November 2013,Unallocated
cat,Private Impound,November 2013,Unallocated
dog,Private Impound,November 2013,Unallocated
dog,Private Impound,November 2013,Unallocated
dog,Private Impound,November 2013,Unallocated
dog,Private Impound,November 2013,Unallocated
dog,Private Impound,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Wandering,November 2013,Unallocated
dog,Aggressive Animal,October 2013,Alice River
cat,Private Impound,October 2013,Alice River
dog,Private Impound,October 2013,Alice River
dog,Wandering,October 2013,Alice River
