animal_type,category,suburb,total
Dog,Too Many Animals,MORNINGSIDE,4
Dog,Too Many Animals,MOUNT CROSBY,5
Dog,Too Many Animals,MOUNT GRAVATT,1
Dog,Too Many Animals,MOUNT GRAVATT EAST,11
Dog,Too Many Animals,MOUNT OMMANEY,1
Dog,Too Many Animals,MURARRIE,6
Dog,Too Many Animals,"NATHAN",2
Dog,Too Many Animals,NEW FARM,2
Dog,Too Many Animals,NEWMARKET,3
Dog,Too Many Animals,NEWSTEAD,1
Dog,Too Many Animals,NORMAN PARK,11
Dog,Too Many Animals,NORTHGATE,23
Dog,Too Many Animals,NUDGEE,4
Dog,Too Many Animals,NUDGEE BEACH,12
Dog,Too Many Animals,NUNDAH,6
Dog,Too Many Animals,OXLEY,9
Dog,Too Many Animals,PADDINGTON,6
Dog,Too Many Animals,PALLARA,2
Dog,Too Many Animals,PARKINSON,4
Dog,Too Many Animals,PINJARRA HILLS,2
Dog,Too Many Animals,PINKENBA,4
Dog,Too Many Animals,PULLENVALE,1
Dog,Too Many Animals,RED HILL,3
Dog,Too Many Animals,RIVERHILLS,2
Dog,Too Many Animals,ROBERTSON,7
Dog,Too Many Animals,ROCHEDALE,5
Dog,Too Many Animals,ROCKLEA,4
Dog,Too Many Animals,RUNCORN,8
Dog,Too Many Animals,SALISBURY,11
Dog,Too Many Animals,SANDGATE,8
Dog,Too Many Animals,SEVEN HILLS,1
Dog,Too Many Animals,SEVENTEEN MILE ROCKS,4
Dog,Too Many Animals,SHORNCLIFFE,5
Dog,Too Many Animals,SINNAMON PARK,2
Dog,Too Many Animals,SOUTH BRISBANE,1
Dog,Too Many Animals,SPRING HILL,2
Dog,Too Many Animals,ST LUCIA,2
Dog,Too Many Animals,STAFFORD,3
Dog,Too Many Animals,STAFFORD HEIGHTS,6
Dog,Too Many Animals,SUNNYBANK,11
Dog,Too Many Animals,SUNNYBANK HILLS,9
Dog,Too Many Animals,TARINGA,1
Dog,Too Many Animals,TARRAGINDI,17
Dog,Too Many Animals,TENERIFFE,6
Dog,Too Many Animals,THE GAP,6
Dog,Too Many Animals,TINGALPA,10
Dog,Too Many Animals,TOOWONG,4
Dog,Too Many Animals,UPPER KEDRON,2
Dog,Too Many Animals,UPPER MOUNT GRAVATT,9
Dog,Too Many Animals,VIRGINIA,1
Dog,Too Many Animals,WACOL,5
Dog,Too Many Animals,WAKERLEY,3
Dog,Too Many Animals,WAVELL HEIGHTS,12
Dog,Too Many Animals,WEST END,1
Dog,Too Many Animals,WESTLAKE,1
Dog,Too Many Animals,WINDSOR,3
Dog,Too Many Animals,WISHART,1
Dog,Too Many Animals,WOOLLOONGABBA,6
Dog,Too Many Animals,WOOLOOWIN,1
Dog,Too Many Animals,WYNNUM,17
Dog,Too Many Animals,WYNNUM WEST,9
Dog,Too Many Animals,YEERONGPILLY,1
Dog,Too Many Animals,YERONGA,13
Dog,Too Many Animals,ZILLMERE,44
Dog,Too Many Animals,NA,15
Dog,Unregistered,ACACIA RIDGE,37
Dog,Unregistered,ALBION,4
Dog,Unregistered,ALDERLEY,16
Dog,Unregistered,ALGESTER,17
Dog,Unregistered,ANNERLEY,11
Dog,Unregistered,ANSTEAD,2
Dog,Unregistered,ARCHERFIELD,3
Dog,Unregistered,ASCOT,7
Dog,Unregistered,ASHGROVE,8
Dog,Unregistered,ASPLEY,16
Dog,Unregistered,AUCHENFLOWER,1
Dog,Unregistered,BALD HILLS,21
Dog,Unregistered,BALMORAL,6
Dog,Unregistered,BANYO,11
Dog,Unregistered,BARDON,9
Dog,Unregistered,BELLBOWRIE,7
Dog,Unregistered,BELMONT,7
Dog,Unregistered,BOONDALL,10
Dog,Unregistered,BOWEN HILLS,7
Dog,Unregistered,BRACKEN RIDGE,35
Dog,Unregistered,BRIDGEMAN DOWNS,10
Dog,Unregistered,BRIGHTON,21
Dog,Unregistered,BRISBANE CITY,4
Dog,Unregistered,BROOKFIELD,3
Dog,Unregistered,BULIMBA,19
Dog,Unregistered,BURBANK,1
Dog,Unregistered,CALAMVALE,22
Dog,Unregistered,CAMP HILL,16
Dog,Unregistered,CANNON HILL,14
Dog,Unregistered,CARINA,34
Dog,Unregistered,CARINA HEIGHTS,19
Dog,Unregistered,CARINDALE,9
Dog,Unregistered,CARSELDINE,18
Dog,Unregistered,CHANDLER,4
Dog,Unregistered,CHAPEL HILL,10
Dog,Unregistered,CHELMER,2
Dog,Unregistered,CHERMSIDE,11
Dog,Unregistered,CHERMSIDE WEST,8
Dog,Unregistered,CLAYFIELD,15
Dog,Unregistered,COOPERS PLAINS,12
Dog,Unregistered,COORPAROO,25
Dog,Unregistered,CORINDA,11
Dog,Unregistered,DARRA,17
Dog,Unregistered,DEAGON,5
Dog,Unregistered,DOOLANDELLA,14
Dog,Unregistered,DREWVALE,6
Dog,Unregistered,DURACK,14
Dog,Unregistered,DUTTON PARK,4
Dog,Unregistered,EAST BRISBANE,10
Dog,Unregistered,EIGHT MILE PLAINS,18
Dog,Unregistered,ELLEN GROVE,21
Dog,Unregistered,ENOGGERA,11
Dog,Unregistered,EVERTON PARK,19
Dog,Unregistered,FAIRFIELD,1
Dog,Unregistered,FERNY GROVE,13
Dog,Unregistered,FIG TREE POCKET,5
Dog,Unregistered,FITZGIBBON,4
Dog,Unregistered,FOREST LAKE,36
Dog,Unregistered,FORTITUDE VALLEY,2
Dog,Unregistered,GAYTHORNE,6
Dog,Unregistered,GEEBUNG,7
Dog,Unregistered,GORDON PARK,10
Dog,Unregistered,GRACEVILLE,13
Dog,Unregistered,GRANGE,6
Dog,Unregistered,GREENSLOPES,11
Dog,Unregistered,HAMILTON,3
Dog,Unregistered,HAWTHORNE,3
Dog,Unregistered,HEATHWOOD,4
Dog,Unregistered,HEMMANT,8
Dog,Unregistered,HENDRA,7
Dog,Unregistered,HIGHGATE HILL,3
Dog,Unregistered,HOLLAND PARK,18
Dog,Unregistered,HOLLAND PARK WEST,11
Dog,Unregistered,INALA,70
Dog,Unregistered,INDOOROOPILLY,5
Dog,Unregistered,JAMBOREE HEIGHTS,7
Dog,Unregistered,JINDALEE,6
Dog,Unregistered,KANGAROO POINT,8
Dog,Unregistered,KARANA DOWNS,12
Dog,Unregistered,KEDRON,10
Dog,Unregistered,KELVIN GROVE,2
Dog,Unregistered,KENMORE,4
Dog,Unregistered,KENMORE HILLS,4
Dog,Unregistered,KEPERRA,35
Dog,Unregistered,KHOLO,2
Dog,Unregistered,KURABY,11
Dog,Unregistered,LOTA,11
Dog,Unregistered,LUTWYCHE,1
Dog,Unregistered,MACGREGOR,3
Dog,Unregistered,MACKENZIE,1
Dog,Unregistered,MANLY,6
Dog,Unregistered,MANLY WEST,18
Dog,Unregistered,MANSFIELD,13
Dog,Unregistered,MCDOWALL,10
Dog,Unregistered,MIDDLE PARK,1
Dog,Unregistered,MITCHELTON,21
Dog,Unregistered,MOGGILL,5
Dog,Unregistered,MOOROOKA,24
Dog,Unregistered,MORNINGSIDE,26
Dog,Unregistered,MOUNT COOT-THA,1
Dog,Unregistered,MOUNT CROSBY,4
Dog,Unregistered,MOUNT GRAVATT,12
Dog,Unregistered,MOUNT GRAVATT EAST,32
Dog,Unregistered,MOUNT OMMANEY,2
Dog,Unregistered,MURARRIE,16
Dog,Unregistered,"NATHAN",2
Dog,Unregistered,NEW FARM,10
Dog,Unregistered,NEWMARKET,7
Dog,Unregistered,NEWSTEAD,5
Dog,Unregistered,NORMAN PARK,14
Dog,Unregistered,NORTHGATE,10
Dog,Unregistered,NUDGEE,7
Dog,Unregistered,NUDGEE BEACH,4
Dog,Unregistered,NUNDAH,19
Dog,Unregistered,OXLEY,8
Dog,Unregistered,PADDINGTON,12
Dog,Unregistered,PALLARA,4
Dog,Unregistered,PARKINSON,7
Dog,Unregistered,PETRIE TERRACE,2
Dog,Unregistered,PINKENBA,1
Dog,Unregistered,PULLENVALE,1
Dog,Unregistered,RANSOME,1
Dog,Unregistered,RED HILL,5
Dog,Unregistered,RICHLANDS,7
Dog,Unregistered,RIVERHILLS,6
Dog,Unregistered,ROBERTSON,4
Dog,Unregistered,ROCHEDALE,14
Dog,Unregistered,ROCKLEA,4
Dog,Unregistered,RUNCORN,15
Dog,Unregistered,SALISBURY,12
Dog,Unregistered,SANDGATE,9
Dog,Unregistered,SEVEN HILLS,2
Dog,Unregistered,SEVENTEEN MILE ROCKS,4
Dog,Unregistered,SHERWOOD,4
Dog,Unregistered,SHORNCLIFFE,3
Dog,Unregistered,SINNAMON PARK,2
Dog,Unregistered,SOUTH BRISBANE,3
Dog,Unregistered,SPRING HILL,4
Dog,Unregistered,ST LUCIA,4
Dog,Unregistered,STAFFORD,27
Dog,Unregistered,STAFFORD HEIGHTS,17
Dog,Unregistered,STRETTON,3
Dog,Unregistered,SUMNER,1
Dog,Unregistered,SUNNYBANK,12
Dog,Unregistered,SUNNYBANK HILLS,33
Dog,Unregistered,TAIGUM,5
Dog,Unregistered,TARINGA,1
Dog,Unregistered,TARRAGINDI,16
Dog,Unregistered,TENERIFFE,5
Dog,Unregistered,TENNYSON,2
Dog,Unregistered,THE GAP,23
Dog,Unregistered,TINGALPA,16
Dog,Unregistered,TOOWONG,6
Dog,Unregistered,UPPER BROOKFIELD,3
Dog,Unregistered,UPPER KEDRON,16
Dog,Unregistered,UPPER MOUNT GRAVATT,14
Dog,Unregistered,VIRGINIA,10
Dog,Unregistered,WACOL,1
Dog,Unregistered,WAKERLEY,4
Dog,Unregistered,WAVELL HEIGHTS,14
Dog,Unregistered,WEST END,4
Dog,Unregistered,WESTLAKE,4
Dog,Unregistered,WILSTON,1
Dog,Unregistered,WINDSOR,3
Dog,Unregistered,WISHART,9
Dog,Unregistered,WOOLLOONGABBA,6
Dog,Unregistered,WOOLOOWIN,4
Dog,Unregistered,WYNNUM,28
Dog,Unregistered,WYNNUM WEST,30
Dog,Unregistered,YERONGA,11
Dog,Unregistered,ZILLMERE,27
Dog,Unregistered,NA,189
Dog,Wandering,ACACIA RIDGE,12
Dog,Wandering,ALBION,2
Dog,Wandering,ALDERLEY,31
Dog,Wandering,ALGESTER,10
Dog,Wandering,ANNERLEY,6
Dog,Wandering,ANSTEAD,11
Dog,Wandering,ASCOT,21
Dog,Wandering,ASHGROVE,50
Dog,Wandering,ASPLEY,16
Dog,Wandering,AUCHENFLOWER,2
Dog,Wandering,BALD HILLS,19
Dog,Wandering,BALMORAL,5
Dog,Wandering,BANYO,11
Dog,Wandering,BARDON,42
Dog,Wandering,BELLBOWRIE,7
Dog,Wandering,BELMONT,6
Dog,Wandering,BOONDALL,14
Dog,Wandering,BOWEN HILLS,1
Dog,Wandering,BRACKEN RIDGE,39
Dog,Wandering,BRIDGEMAN DOWNS,17
Dog,Wandering,BRIGHTON,26
Dog,Wandering,BRISBANE CITY,12
Dog,Wandering,BROOKFIELD,10
Dog,Wandering,BULIMBA,48
Dog,Wandering,BURBANK,2
Dog,Wandering,CALAMVALE,9
Dog,Wandering,CAMP HILL,49
Dog,Wandering,CANNON HILL,13
Dog,Wandering,CARINA,49
Dog,Wandering,CARINA HEIGHTS,7
Dog,Wandering,CARINDALE,38
Dog,Wandering,CARSELDINE,10
Dog,Wandering,CHANDLER,2
Dog,Wandering,CHAPEL HILL,34
Dog,Wandering,CHELMER,4
Dog,Wandering,CHERMSIDE,136
Dog,Wandering,CHERMSIDE WEST,43
Dog,Wandering,CHUWAR,1
Dog,Wandering,CLAYFIELD,1
Dog,Wandering,COOPERS PLAINS,5
Dog,Wandering,COORPAROO,29
Dog,Wandering,CORINDA,19
Dog,Wandering,DARRA,16
Dog,Wandering,DEAGON,2
Dog,Wandering,DOOLANDELLA,5
Dog,Wandering,DREWVALE,1
Dog,Wandering,DURACK,7
Dog,Wandering,DUTTON PARK,7
Dog,Wandering,EAST BRISBANE,13
Dog,Wandering,EIGHT MILE PLAINS,17
Dog,Wandering,ELLEN GROVE,16
Dog,Wandering,ENOGGERA,8
Dog,Wandering,ENOGGERA RESERVOIR,1
Dog,Wandering,EVERTON PARK,38
Dog,Wandering,FAIRFIELD,2
Dog,Wandering,FERNY GROVE,11
Dog,Wandering,FIG TREE POCKET,18
Dog,Wandering,FITZGIBBON,16
Dog,Wandering,FOREST LAKE,34
Dog,Wandering,FORTITUDE VALLEY,2
Dog,Wandering,GAYTHORNE,2
Dog,Wandering,GEEBUNG,16
Dog,Wandering,GORDON PARK,12
Dog,Wandering,GRACEVILLE,3
Dog,Wandering,GRANGE,9
Dog,Wandering,GREENSLOPES,7
Dog,Wandering,GUMDALE,1
Dog,Wandering,HAMILTON,32
Dog,Wandering,HAWTHORNE,39
Dog,Wandering,HEATHWOOD,4
Dog,Wandering,HEMMANT,18
Dog,Wandering,HENDRA,8
Dog,Wandering,HERSTON,5
Dog,Wandering,HIGHGATE HILL,8
Dog,Wandering,HOLLAND PARK,11
Dog,Wandering,HOLLAND PARK WEST,25
Dog,Wandering,INALA,38
Dog,Wandering,INDOOROOPILLY,16
Dog,Wandering,JAMBOREE HEIGHTS,3
Dog,Wandering,JINDALEE,6
Dog,Wandering,KALINGA,27
Dog,Wandering,KANGAROO POINT,30
Dog,Wandering,KARANA DOWNS,5
Dog,Wandering,KARAWATHA,6
Dog,Wandering,KEDRON,20
Dog,Wandering,KELVIN GROVE,4
Dog,Wandering,KENMORE,21
Dog,Wandering,KENMORE HILLS,3
Dog,Wandering,KEPERRA,33
Dog,Wandering,KHOLO,2
Dog,Wandering,KURABY,6
Dog,Wandering,LOTA,40
Dog,Wandering,LUTWYCHE,5
Dog,Wandering,LYTTON,4
Dog,Wandering,MACGREGOR,1
Dog,Wandering,MACKENZIE,1
Dog,Wandering,MANLY,21
Dog,Wandering,MANLY WEST,9
Dog,Wandering,MANSFIELD,19
Dog,Wandering,MCDOWALL,41
Dog,Wandering,MIDDLE PARK,2
Dog,Wandering,MILTON,25
Dog,Wandering,MITCHELTON,12
Dog,Wandering,MOGGILL,10
Dog,Wandering,MOOROOKA,27
Dog,Wandering,MORNINGSIDE,16
Dog,Wandering,MOUNT COOT-THA,64
Dog,Wandering,MOUNT GRAVATT,9
Dog,Wandering,MOUNT GRAVATT EAST,17
Dog,Wandering,MOUNT OMMANEY,1
Dog,Wandering,MURARRIE,12
Dog,Wandering,"NATHAN",21
Dog,Wandering,NEW FARM,29
Dog,Wandering,NEWMARKET,15
Dog,Wandering,NEWSTEAD,38
Dog,Wandering,NORMAN PARK,6
Dog,Wandering,NORTHGATE,8
Dog,Wandering,NUDGEE,13
Dog,Wandering,NUDGEE BEACH,60
Dog,Wandering,NUNDAH,12
Dog,Wandering,OXLEY,18
Dog,Wandering,PADDINGTON,9
Dog,Wandering,PARKINSON,17
Dog,Wandering,PINJARRA HILLS,5
Dog,Wandering,PULLENVALE,5
Dog,Wandering,RED HILL,15
Dog,Wandering,RICHLANDS,4
Dog,Wandering,RIVERHILLS,13
Dog,Wandering,ROCHEDALE,2
Dog,Wandering,ROCKLEA,7
Dog,Wandering,RUNCORN,11
Dog,Wandering,SALISBURY,9
Dog,Wandering,SANDGATE,37
Dog,Wandering,SEVEN HILLS,3
Dog,Wandering,SEVENTEEN MILE ROCKS,9
Dog,Wandering,SHERWOOD,23
Dog,Wandering,SHORNCLIFFE,3
Dog,Wandering,SINNAMON PARK,6
Dog,Wandering,SOUTH BRISBANE,3
Dog,Wandering,SPRING HILL,7
Dog,Wandering,ST LUCIA,15
Dog,Wandering,STAFFORD,30
Dog,Wandering,STAFFORD HEIGHTS,14
Dog,Wandering,STONES CORNER,3
Dog,Wandering,STRETTON,8
Dog,Wandering,SUNNYBANK,13
Dog,Wandering,SUNNYBANK HILLS,20
Dog,Wandering,TAIGUM,2
Dog,Wandering,TARINGA,3
Dog,Wandering,TARRAGINDI,18
Dog,Wandering,TENERIFFE,12
Dog,Wandering,THE GAP,21
Dog,Wandering,TINGALPA,15
Dog,Wandering,TOOWONG,17
Dog,Wandering,UPPER KEDRON,14
Dog,Wandering,UPPER MOUNT GRAVATT,13
Dog,Wandering,VIRGINIA,13
Dog,Wandering,WACOL,2
Dog,Wandering,WAKERLEY,15
Dog,Wandering,WAVELL HEIGHTS,35
Dog,Wandering,WEST END,83
Dog,Wandering,WESTLAKE,3
Dog,Wandering,WILLAWONG,4
Dog,Wandering,WILSTON,12
Dog,Wandering,WINDSOR,23
Dog,Wandering,WISHART,18
Dog,Wandering,WOOLLOONGABBA,7
Dog,Wandering,WOOLOOWIN,6
Dog,Wandering,WYNNUM,56
Dog,Wandering,WYNNUM WEST,21
Dog,Wandering,YERONGA,97
Dog,Wandering,ZILLMERE,18
Dog,Wandering,NA,30
Other Animal,Deer,ANSTEAD,15
Other Animal,Deer,BRISBANE CITY,2
Other Animal,Deer,BROOKFIELD,44
Other Animal,Deer,CANNON HILL,1
Other Animal,Deer,CARINA,1
Other Animal,Deer,CHAPEL HILL,1
Other Animal,Deer,CHERMSIDE,1
Other Animal,Deer,DARRA,2
Other Animal,Deer,DURACK,1
Other Animal,Deer,FIG TREE POCKET,2
Other Animal,Deer,JAMBOREE HEIGHTS,1
Other Animal,Deer,JINDALEE,41
Other Animal,Deer,KENMORE,1
Other Animal,Deer,KENMORE HILLS,22
Other Animal,Deer,KHOLO,4
Other Animal,Deer,MOGGILL,12
Other Animal,Deer,MOUNT CROSBY,1
Other Animal,Deer,MOUNT OMMANEY,38
Other Animal,Deer,OXLEY,6
Other Animal,Deer,PINJARRA HILLS,13
Other Animal,Deer,PULLENVALE,101
Other Animal,Deer,ROCKLEA,6
Other Animal,Deer,SEVENTEEN MILE ROCKS,1
Other Animal,Deer,SINNAMON PARK,5
Other Animal,Deer,SUNNYBANK HILLS,1
Other Animal,Deer,THE GAP,1
Other Animal,Deer,UPPER BROOKFIELD,32
Other Animal,Deer,UPPER KEDRON,1
Other Animal,Deer,WESTLAKE,2
Other Animal,Deer,WILLAWONG,5
Other Animal,Deer,WYNNUM WEST,1
Other Animal,Deer,NA,1
Other Animal,Defecating In Public,ACACIA RIDGE,1
Other Animal,Defecating In Public,BELLBOWRIE,1
Other Animal,Defecating In Public,BELMONT,1
Other Animal,Defecating In Public,BRACKEN RIDGE,1
Other Animal,Defecating In Public,BRISBANE CITY,1
Other Animal,Defecating In Public,CARINDALE,1
Other Animal,Defecating In Public,CHERMSIDE,1
Other Animal,Defecating In Public,CORINDA,1
Other Animal,Defecating In Public,DEAGON,1
Other Animal,Defecating In Public,GORDON PARK,1
Other Animal,Defecating In Public,HENDRA,1
Other Animal,Defecating In Public,HERSTON,1
Other Animal,Defecating In Public,KURABY,1
Other Animal,Defecating In Public,MORNINGSIDE,1
Other Animal,Defecating In Public,NORMAN PARK,1
Other Animal,Defecating In Public,OXLEY,1
Other Animal,Defecating In Public,PULLENVALE,1
Other Animal,Defecating In Public,ROCHEDALE,1
Other Animal,Defecating In Public,RUNCORN,1
Other Animal,Defecating In Public,STONES CORNER,1
Other Animal,Defecating In Public,WAVELL HEIGHTS,1
Other Animal,Defecating In Public,WILLAWONG,1
Other Animal,Fencing Issues,ACACIA RIDGE,4
Other Animal,Fencing Issues,ALGESTER,3
Other Animal,Fencing Issues,ANNERLEY,3
Other Animal,Fencing Issues,ARCHERFIELD,5
Other Animal,Fencing Issues,ASHGROVE,2
Other Animal,Fencing Issues,ASPLEY,4
Other Animal,Fencing Issues,AUCHENFLOWER,2
Other Animal,Fencing Issues,BALD HILLS,3
Other Animal,Fencing Issues,BALMORAL,2
Other Animal,Fencing Issues,BANYO,3
Other Animal,Fencing Issues,BARDON,4
Other Animal,Fencing Issues,BELMONT,1
Other Animal,Fencing Issues,BOONDALL,2
Other Animal,Fencing Issues,BRIDGEMAN DOWNS,4
Other Animal,Fencing Issues,BRIGHTON,2
Other Animal,Fencing Issues,BROOKFIELD,3
Other Animal,Fencing Issues,CALAMVALE,2
Other Animal,Fencing Issues,CAMP HILL,3
Other Animal,Fencing Issues,CARINA,3
Other Animal,Fencing Issues,CARINA HEIGHTS,1
Other Animal,Fencing Issues,CARINDALE,2
Other Animal,Fencing Issues,CARSELDINE,1
Other Animal,Fencing Issues,CHANDLER,2
Other Animal,Fencing Issues,CHAPEL HILL,1
Other Animal,Fencing Issues,CHERMSIDE,1
Other Animal,Fencing Issues,CHERMSIDE WEST,1
Other Animal,Fencing Issues,COOPERS PLAINS,1
Other Animal,Fencing Issues,COORPAROO,2
Other Animal,Fencing Issues,CORINDA,2
Other Animal,Fencing Issues,DARRA,3
Other Animal,Fencing Issues,DOOLANDELLA,2
Other Animal,Fencing Issues,DREWVALE,1
Other Animal,Fencing Issues,DURACK,3
Other Animal,Fencing Issues,DUTTON PARK,1
Other Animal,Fencing Issues,EAST BRISBANE,1
Other Animal,Fencing Issues,EIGHT MILE PLAINS,3
Other Animal,Fencing Issues,ELLEN GROVE,2
Other Animal,Fencing Issues,EVERTON PARK,1
Other Animal,Fencing Issues,FERNY GROVE,1
Other Animal,Fencing Issues,FIG TREE POCKET,2
Other Animal,Fencing Issues,FOREST LAKE,6
Other Animal,Fencing Issues,GEEBUNG,1
Other Animal,Fencing Issues,GORDON PARK,3
Other Animal,Fencing Issues,GRANGE,1
Other Animal,Fencing Issues,GREENSLOPES,1
Other Animal,Fencing Issues,GUMDALE,1
Other Animal,Fencing Issues,HAMILTON,1
Other Animal,Fencing Issues,HEATHWOOD,1
Other Animal,Fencing Issues,HEMMANT,3
Other Animal,Fencing Issues,HIGHGATE HILL,2
Other Animal,Fencing Issues,HOLLAND PARK,3
Other Animal,Fencing Issues,INALA,6
Other Animal,Fencing Issues,INDOOROOPILLY,1
Other Animal,Fencing Issues,KARANA DOWNS,2
Other Animal,Fencing Issues,KARAWATHA,4
Other Animal,Fencing Issues,KEDRON,2
Other Animal,Fencing Issues,KELVIN GROVE,1
Other Animal,Fencing Issues,KENMORE,2
Other Animal,Fencing Issues,KEPERRA,1
Other Animal,Fencing Issues,KURABY,2
Other Animal,Fencing Issues,LAKE MANCHESTER,1
Other Animal,Fencing Issues,LOTA,1
Other Animal,Fencing Issues,LUTWYCHE,1
Other Animal,Fencing Issues,MANLY,1
Other Animal,Fencing Issues,MITCHELTON,2
Other Animal,Fencing Issues,MOGGILL,2
Other Animal,Fencing Issues,MORNINGSIDE,2
Other Animal,Fencing Issues,MOUNT CROSBY,2
Other Animal,Fencing Issues,MOUNT GRAVATT EAST,1
Other Animal,Fencing Issues,NEW FARM,1
Other Animal,Fencing Issues,NORMAN PARK,2
Other Animal,Fencing Issues,NORTHGATE,3
Other Animal,Fencing Issues,NUNDAH,1
Other Animal,Fencing Issues,OXLEY,2
Other Animal,Fencing Issues,PADDINGTON,7
Other Animal,Fencing Issues,PALLARA,5
Other Animal,Fencing Issues,PETRIE TERRACE,1
Other Animal,Fencing Issues,PINJARRA HILLS,1
Other Animal,Fencing Issues,PULLENVALE,11
Other Animal,Fencing Issues,RANSOME,1
Other Animal,Fencing Issues,RED HILL,2
Other Animal,Fencing Issues,ROCHEDALE,1
Other Animal,Fencing Issues,ROCKLEA,1
Other Animal,Fencing Issues,RUNCORN,4
Other Animal,Fencing Issues,SANDGATE,1
Other Animal,Fencing Issues,SHORNCLIFFE,1
Other Animal,Fencing Issues,SINNAMON PARK,1
Other Animal,Fencing Issues,ST LUCIA,1
Other Animal,Fencing Issues,STAFFORD HEIGHTS,4
Other Animal,Fencing Issues,SUMNER,1
Other Animal,Fencing Issues,SUNNYBANK,5
Other Animal,Fencing Issues,TARRAGINDI,2
Other Animal,Fencing Issues,TENNYSON,2
Other Animal,Fencing Issues,THE GAP,1
Other Animal,Fencing Issues,TINGALPA,1
Other Animal,Fencing Issues,UPPER BROOKFIELD,12
Other Animal,Fencing Issues,UPPER KEDRON,3
Other Animal,Fencing Issues,UPPER MOUNT GRAVATT,1
Other Animal,Fencing Issues,WACOL,1
Other Animal,Fencing Issues,WAVELL HEIGHTS,2
Other Animal,Fencing Issues,WEST END,3
Other Animal,Fencing Issues,WILLAWONG,2
Other Animal,Fencing Issues,WINDSOR,1
Other Animal,Fencing Issues,WISHART,1
Other Animal,Fencing Issues,WOOLLOONGABBA,1
Other Animal,Fencing Issues,WYNNUM,3
Other Animal,Fencing Issues,WYNNUM WEST,1
Other Animal,Fencing Issues,ZILLMERE,3
Other Animal,Feral Cat,BRACKEN RIDGE,1
Other Animal,Feral Cat,BRISBANE CITY,1
Other Animal,Feral Cat,BULIMBA,1
Other Animal,Feral Cat,CLAYFIELD,1
Other Animal,Feral Cat,DREWVALE,1
Other Animal,Feral Cat,EIGHT MILE PLAINS,2
Other Animal,Feral Cat,FIG TREE POCKET,1
Other Animal,Feral Cat,GEEBUNG,1
Other Animal,Feral Cat,HEMMANT,1
Other Animal,Feral Cat,INALA,1
Other Animal,Feral Cat,KEDRON,1
Other Animal,Feral Cat,MANSFIELD,1
Other Animal,Feral Cat,ROCKLEA,1
Other Animal,Feral Cat,STAFFORD,1
Other Animal,Feral Cat,STAFFORD HEIGHTS,1
Other Animal,Feral Cat,UPPER BROOKFIELD,2
Other Animal,Feral Cat,UPPER KEDRON,1
Other Animal,Feral Cat,WILLAWONG,2
Other Animal,Feral Goat,BRIDGEMAN DOWNS,2
Other Animal,Feral Goat,INALA,1
Other Animal,Feral Goat,KARAWATHA,3
Other Animal,Feral Goat,TAIGUM,1
Other Animal,Feral Goat,WILLAWONG,1
Other Animal,Feral Pig,BRISBANE CITY,1
Other Animal,Feral Pig,BROOKFIELD,1
Other Animal,Feral Pig,CAMP HILL,1
Other Animal,Feral Pig,KHOLO,1
Other Animal,Feral Pig,SANDGATE,8
Other Animal,Feral Pig,SHORNCLIFFE,1
Other Animal,Feral Pig,UPPER BROOKFIELD,18
Other Animal,Fox,ACACIA RIDGE,5
Other Animal,Fox,ALGESTER,5
Other Animal,Fox,ANNERLEY,5
Other Animal,Fox,ANSTEAD,33
Other Animal,Fox,ARCHERFIELD,2
Other Animal,Fox,ASCOT,3
Other Animal,Fox,ASHGROVE,6
Other Animal,Fox,ASPLEY,7
Other Animal,Fox,AUCHENFLOWER,3
Other Animal,Fox,BALD HILLS,12
Other Animal,Fox,BALMORAL,3
Other Animal,Fox,BANYO,7
Other Animal,Fox,BARDON,3
Other Animal,Fox,BELLBOWRIE,23
Other Animal,Fox,BELMONT,36
Other Animal,Fox,BOONDALL,40
Other Animal,Fox,BRACKEN RIDGE,11
Other Animal,Fox,BRIDGEMAN DOWNS,14
Other Animal,Fox,BRIGHTON,9
Other Animal,Fox,BRISBANE AIRPORT,1
Other Animal,Fox,BRISBANE CITY,1
Other Animal,Fox,BROOKFIELD,36
Other Animal,Fox,BULIMBA,4
Other Animal,Fox,BURBANK,41
Other Animal,Fox,CALAMVALE,6
Other Animal,Fox,CAMP HILL,21
Other Animal,Fox,CANNON HILL,6
Other Animal,Fox,CARINA,29
Other Animal,Fox,CARINA HEIGHTS,5
Other Animal,Fox,CARINDALE,23
Other Animal,Fox,CARSELDINE,2
Other Animal,Fox,CHANDLER,40
Other Animal,Fox,CHAPEL HILL,6
Other Animal,Fox,CHELMER,20
Other Animal,Fox,CHERMSIDE,5
Other Animal,Fox,CHERMSIDE WEST,8
Other Animal,Fox,CHUWAR,1
Other Animal,Fox,CLAYFIELD,1
Other Animal,Fox,COOPERS PLAINS,12
Other Animal,Fox,COORPAROO,16
Other Animal,Fox,CORINDA,16
Other Animal,Fox,DARRA,5
Other Animal,Fox,DEAGON,6
Other Animal,Fox,DOOLANDELLA,6
Other Animal,Fox,DREWVALE,5
Other Animal,Fox,DURACK,2
Other Animal,Fox,DUTTON PARK,9
Other Animal,Fox,EAST BRISBANE,1
Other Animal,Fox,EIGHT MILE PLAINS,9
Other Animal,Fox,ELLEN GROVE,3
Other Animal,Fox,EVERTON PARK,2
Other Animal,Fox,FERNY GROVE,7
